IPC,专利数,度数,聚类系数,近年增长频率
F01K23,2863,443,0.37630385487528345,0.27034579112818724
B44C3,2861,692,0.35373677457352604,0.1775602936036351
C03B27,2861,363,0.5098030163127116,0.3142257951765117
B25H7,2854,399,0.4285550721318983,0.39243167484232655
E04D3,2851,441,0.4959798629096847,0.3784636969484391
C21D7,2849,492,0.41192771587162474,0.35345735345735346
B67C7,2842,338,0.5083688699360341,0.4479239971850809
F04D7,2841,394,0.47792160342397827,0.4125307990144315
B82Y15,2839,463,0.47754409129491654,0.5910531877421628
H10B12,2834,73,0.6261569416498994,0.903316866619619
B41K3,2833,429,0.42640542709810775,0.2848570420049418
H01P11,2832,299,0.547001547001547,0.3968926553672316
H04L101,2829,178,0.8094805194805195,0.8547189819724285
C04B2,2829,404,0.4776491606803886,0.34817956875220923
C07D319,2829,481,0.5707584664704187,0.31990102509720747
F23N5,2828,421,0.3873428418083612,0.30586987270155586
F02D43,2826,212,0.4130325814536341,0.16383581033262562
F21S43,2826,275,0.547241973712562,0.4462137296532201
C40B40,2821,224,0.5915780033427093,0.2818149592343141
B65H63,2821,352,0.4595988538681948,0.4753633463310883
E05B1,2818,420,0.458504010188978,0.28708303761533
B60K5,2817,383,0.3661555463461804,0.2232871849485268
C12P33,2816,209,0.6713568781952066,0.4073153409090909
H02B7,2816,389,0.5338260299098955,0.5642755681818182
H01F6,2811,324,0.4339699309223893,0.35859124866595515
H01B12,2807,386,0.4545256744995648,0.33060206626291416
C10G53,2807,297,0.5360083016257351,0.2771642322764517
B23D59,2802,317,0.4089980790617733,0.42469664525339046
A01G33,2801,383,0.4550628539853571,0.2788289896465548
C08B15,2794,643,0.47411758970358814,0.3282032927702219
F24B1,2789,257,0.3814420256291493,0.10935819290068124
B66F13,2789,550,0.4138032266243211,0.5987809250627465
C22C47,2780,428,0.4691300745650373,0.270863309352518
B43K29,2774,331,0.3890762843798651,0.08038932948810382
C03B25,2773,414,0.4418656839817636,0.43887486476739995
B02B3,2773,257,0.544912768256909,0.4139920663541291
C01B35,2769,456,0.5011621009228735,0.3340556157457566
A01D33,2767,194,0.5197425828970331,0.3567040115648717
E21B12,2766,295,0.5447426247136379,0.6793203181489516
G01V5,2760,339,0.4939593047901653,0.3681159420289855
F01M13,2759,241,0.4185506838718751,0.23921710764769843
C01G19,2750,379,0.5619814887973362,0.28545454545454546
C03C13,2747,528,0.41451385116784356,0.37131416090280306
E01D11,2746,261,0.5517344587112029,0.5651857246904588
B01L1,2744,500,0.47354003539308137,0.494533527696793
A45D40,2744,405,0.40019505450415416,0.21865889212827988
A22C17,2742,329,0.5158252190390424,0.4974471188913202
B29K105,2740,696,0.3678697223365811,0.21642335766423357
C25D15,2738,429,0.4861518839814845,0.28743608473338206
B65H45,2729,341,0.4235918381595713,0.30890436057163795
C12N13,2729,364,0.5046754717558654,0.43605716379626236
A23G1,2728,324,0.48071825235579807,0.1935483870967742
F28G15,2728,407,0.5021391027991688,0.6400293255131965
A01F25,2728,450,0.47870725471396613,0.26099706744868034
C07D501,2723,199,0.6849166062364032,0.12229159015791406
A21D8,2721,229,0.5364703130482242,0.34178610804851156
B60B19,2720,526,0.35177995416928176,0.35110294117647056
G11B17,2718,141,0.5149619434886873,0.04562178072111847
A62D1,2718,357,0.4933078698177767,0.33259749816041206
A61L29,2707,475,0.5077041602465331,0.30144070927225713
B04C5,2704,435,0.4241617483534343,0.26331360946745563
A41B17,2703,392,0.4621580647287588,0.24306326304106549
F01K7,2697,406,0.4211237500921308,0.5276232851316277
B23K7,2685,322,0.454153605015674,0.3366852886405959
A61H35,2684,305,0.5160973050947479,0.47578241430700446
F28G9,2681,442,0.44435700973286396,0.4878776575904513
A01B77,2681,404,0.5021277651642039,0.5617306975009325
H02G11,2676,479,0.44022514666243856,0.3688340807174888
B61B1,2674,430,0.410810041804373,0.37845923709798057
B63B39,2674,395,0.4550293399802669,0.43717277486910994
A22C25,2673,279,0.5302411970909852,0.37149270482603813
B60D1,2672,436,0.38060471897915094,0.35104790419161674
A45D20,2669,322,0.4740791536050157,0.3450730610715624
A01P19,2668,254,0.5884082716752039,0.30134932533733133
F16B13,2667,444,0.40561865771949807,0.2617172853393326
D06F25,2666,151,0.4464901142753492,0.3072018004501125
B65F7,2665,263,0.6126436781609196,0.5711069418386492
C07D265,2665,480,0.5527836986745963,0.22739212007504692
G08B29,2663,399,0.558214385670305,0.4585054449868569
B25H5,2660,358,0.4803924671625257,0.31165413533834585
C07C68,2659,365,0.6361048962756647,0.3016171493042497
H01J1,2657,269,0.442651572752105,0.11065111027474596
F16B21,2655,680,0.29868454878585465,0.2568738229755179
B62L3,2654,250,0.3641112707326629,0.22569706103993972
B60G13,2653,364,0.4148849879861037,0.3731624575951753
C14C3,2652,338,0.5272921108742005,0.22926093514328807
E01B25,2649,336,0.3701066335796875,0.3121932804832012
H02N15,2645,485,0.36432050720342257,0.38601134215500943
A62B18,2645,452,0.43350655778272706,0.39281663516068055
F16B2,2645,798,0.3159128978224456,0.23516068052930056
A01G16,2643,181,0.5761094720984244,0.0
E21F11,2642,521,0.40859687102461667,0.3607115821347464
B41F16,2641,398,0.49037207518220177,0.3593335857629686
H01R25,2641,340,0.4915456604568679,0.39606209769026884
B29L11,2640,373,0.5191957456108399,0.2859848484848485
B65H1,2639,324,0.4207929413130551,0.2523683213338386
F03D15,2636,506,0.42022468364416676,0.5087253414264037
B32B13,2636,517,0.48014053114729327,0.22306525037936267
A45C3,2634,348,0.40569657367847867,0.051632498101746395
F23N1,2632,400,0.40728833082288013,0.3362462006079027
F02B29,2632,322,0.39278996865203764,0.22188449848024316
D21F1,2631,343,0.4453510436432638,0.17369821360699353
F15B20,2629,460,0.39615682302466243,0.48649676683149484
F24S60,2628,528,0.4425493391272859,0.5875190258751902
D01G15,2627,288,0.4223530855109803,0.21926151503616292
C14C11,2626,417,0.514975845410628,0.2261995430312262
A46B15,2625,394,0.40308732188527585,0.15619047619047619
B65B39,2625,313,0.48098744943470595,0.6220952380952381
F04D1,2624,342,0.43697726878361964,0.42073170731707316
D06F17,2622,167,0.39386548410938654,0.18878718535469108
E03F9,2609,320,0.5949249052635756,0.6584898428516673
H01F29,2608,235,0.5301169157910315,0.2852760736196319
B65G11,2607,516,0.41173838183872996,0.47602608362102034
B60S9,2607,430,0.40968285582963077,0.379746835443038
C06B21,2606,339,0.42291931609439026,0.43937068303914045
H02J5,2601,322,0.49128134796238243,0.2637447135717032
A01N3,2599,370,0.49580914583580143,0.22123893805309736
C10G65,2593,163,0.5667701863354038,0.17508677207867335
C10G33,2591,376,0.4811400553397084,0.2740254727904284
D04B35,2587,289,0.4164372213152701,0.2926169308078856
F04F5,2585,505,0.40574085368268475,0.3148936170212766
F16K35,2585,354,0.4360431235431235,0.4553191489361702
G01R25,2582,248,0.5703998672639787,0.33113865220759103
C07H3,2579,429,0.537333289353608,0.25552539744086855
F42B15,2578,398,0.384656693517453,0.591155934833204
A41C3,2574,360,0.4665039200037557,0.16511266511266512
C08F228,2573,461,0.5380217103823577,0.3672755538282161
F22B33,2569,634,0.35237416999338,0.5616971584274036
F02M31,2568,395,0.36112842083398244,0.26401869158878505
C23F17,2567,459,0.43221428845637067,0.22010128554733152
C01B37,2562,304,0.6083474511011859,0.2298985167837627
H01P7,2557,218,0.4793712316968131,0.3046538912788424
B61B13,2557,513,0.334085414987913,0.2342588971450919
D06F35,2556,277,0.4324087591240876,0.2468701095461659
F16N39,2554,663,0.3452528308806675,0.514878621769773
A47B41,2552,279,0.5404175168733323,0.23863636363636365
C08L39,2549,633,0.510894775237089,0.3103177716751667
C23G5,2548,463,0.4457794963689522,0.25902668759811615
A47F11,2541,439,0.4906367434341738,0.5426997245179064
A47B3,2539,342,0.45200416449765746,0.27806222922410395
F16L47,2537,363,0.5045552477685442,0.3346472211273157
F24S23,2536,567,0.409860038912948,0.5248422712933754
F16D125,2534,374,0.4174854360490392,0.39581689029202843
C10M125,2533,395,0.43149244430596667,0.18436636399526254
F24S80,2529,456,0.4795538310431679,0.4586793198892843
F42B4,2529,296,0.3758909707227601,0.18465796757611705
C09J109,2522,486,0.5226117755762024,0.2767644726407613
F23J3,2520,363,0.4569713758079409,0.3865079365079365
D05B29,2517,123,0.3544077134986226,0.2471195868096941
G01P1,2517,546,0.43832602101614127,0.4934445768772348
G21K1,2514,287,0.4337039782554979,0.2637231503579952
D04B27,2513,215,0.4261227743821419,0.2510943095901313
D03D1,2513,589,0.365961009587711,0.2530839633903701
E04F19,2512,391,0.485980441523335,0.3734076433121019
B65B19,2510,259,0.4858341439688716,0.3565737051792829
B62D137,2509,191,0.5544298097489587,0.42407333599043445
C05D9,2508,402,0.48020050125313285,0.1686602870813397
C23F13,2504,507,0.4306537796636807,0.36182108626198084
C07C65,2501,518,0.5656431098065778,0.2966813274690124
C09K21,2494,569,0.4756732165448302,0.17121090617481957
F28B1,2493,586,0.385130054747527,0.46129161652627354
A01K7,2487,339,0.5736894164193868,0.3731403297145155
C08L59,2482,461,0.49052905975587713,0.17687348912167608
H01H37,2481,336,0.4265882649116182,0.22611850060459493
B66F19,2480,483,0.4227304227304227,0.3657258064516129
A47G1,2478,594,0.41576347921525586,0.21832122679580307
F02K1,2477,271,0.42942351439826887,0.39483245861929755
B02B7,2476,215,0.6006732217202586,0.4866720516962843
B62M1,2476,189,0.32982577195100915,0.10218093699515347
F25D1,2473,1014,0.33450229295926626,0.5062676910634857
B65B9,2466,306,0.4746395692200799,0.2871046228710462
C01G25,2466,443,0.49539270253555967,0.3142741281427413
F16D23,2465,315,0.37464159908249367,0.20446247464503042
B23K33,2464,338,0.42613717128642503,0.24269480519480519
B29L9,2462,552,0.4727471435668157,0.3090982940698619
G01J9,2460,188,0.6086021505376344,0.3565040650406504
B60L8,2457,504,0.3548202399980915,0.2600732600732601
F16C43,2457,270,0.5157638772429984,0.3463573463573464
C04B37,2457,482,0.41744954766875436,0.32275132275132273
A01K97,2453,372,0.385058228960668,0.17937219730941703
A01N55,2451,509,0.5189871444052047,0.24071807425540595
C11D11,2449,428,0.44276166804750067,0.3050224581461821
G06F115,2447,146,0.696969696969697,0.9174499387004496
G01N22,2447,455,0.4651780656000313,0.4474867184307315
A63B47,2446,188,0.4939261842487649,0.38675388389206866
H01J23,2441,193,0.5042711490768806,0.2863580499795166
C08B30,2437,481,0.5129672172674942,0.24333196553139105
A23F5,2437,314,0.5474482644900651,0.27739023389413214
A47D13,2437,291,0.4114282968089196,0.1764464505539598
B61D15,2436,574,0.3669981507109353,0.4815270935960591
E21C25,2424,255,0.5780475563084259,0.33374587458745875
C09J171,2423,448,0.5394366906837306,0.330169211721007
A61B7,2420,279,0.5502275937843353,0.37727272727272726
B04B1,2418,381,0.43298292638662034,0.36145574855252277
A43B5,2418,311,0.401735804648426,0.22663358147229115
F27D15,2417,415,0.4662780037142387,0.3951179147703765
A46B9,2415,223,0.43870835047305634,0.12049689440993788
B42D15,2415,496,0.3179328411526554,0.022774327122153208
B60J3,2413,358,0.5003165057762304,0.33692498963945294
B63H5,2412,352,0.4305362259516987,0.3884742951907131
C22B30,2412,261,0.5607434677202119,0.32587064676616917
A01G29,2412,368,0.5174638820270978,0.5178275290215588
C07D223,2411,410,0.6071566218625042,0.23517212774782248
F16L5,2411,432,0.4528974901067924,0.3363749481542928
E01H3,2410,485,0.49752154154102557,0.42821576763485475
A01N39,2407,239,0.6600514910963312,0.14374740340673037
F16L19,2403,362,0.4449086969978335,0.27132750728256344
C03C23,2399,490,0.4802824250176726,0.36598582742809505
G21C3,2396,295,0.47103651409603065,0.33597662771285475
D06F23,2394,123,0.45289256198347105,0.13575605680868838
B27C3,2392,279,0.46520692722230944,0.4460702341137124
D02G1,2389,286,0.4168367093017469,0.25575554625366265
A47B77,2388,447,0.46324526773964975,0.2914572864321608
A63B102,2384,315,0.4586507741459818,0.22483221476510068
H02P3,2382,491,0.36411713433236115,0.3261964735516373
E05B77,2375,186,0.5533974815870754,0.3591578947368421
A23C19,2373,259,0.6056663424124513,0.33754740834386854
D03J1,2370,326,0.41837709742766505,0.36075949367088606
H03D7,2368,182,0.5426443202979516,0.29096283783783783
C08F297,2366,386,0.5757452132288947,0.2087912087912088
C21D10,2366,377,0.5140249554367201,0.39391377852916315
G04G21,2358,352,0.5103888661481785,0.3486005089058524
D01H4,2355,185,0.4838167297183691,0.21019108280254778
B62D101,2355,157,0.5769585253456221,0.2968152866242038
B23P11,2355,515,0.3597557261208577,0.2929936305732484
C04B11,2350,334,0.5280821169875878,0.3829787234042553
F21Y103,2349,328,0.45993393109957525,0.19838229033631333
C10N20,2347,385,0.38569846759531395,0.1406050276949297
A62B9,2346,361,0.4529652510854173,0.30221653878942883
B24C7,2343,347,0.4929389956184698,0.4255228339735382
F16K7,2341,471,0.4210085105607494,0.26527125160187953
B22D35,2340,301,0.5287423402392764,0.48504273504273504
A21B3,2339,334,0.5105740181268882,0.4548952543822146
B24B45,2338,260,0.4941030977588755,0.5470487596236099
B41J15,2337,181,0.4409641579310778,0.23406076166024817
C03B32,2337,305,0.5001639236771359,0.4300385109114249
B62D113,2336,158,0.5821339950372209,0.3095034246575342
G05B9,2335,349,0.4812180373473705,0.43854389721627407
C23C10,2334,417,0.45561957976834877,0.27206512425021423
G04B47,2332,644,0.3707359509333644,0.18867924528301888
C03B11,2332,310,0.4739625195651254,0.2058319039451115
B60B27,2327,419,0.36371287585316364,0.274172754619682
A61G15,2327,293,0.5528143144922384,0.594327460249248
F16N21,2325,751,0.3602129041931131,0.676989247311828
B64B1,2322,494,0.40562647989005346,0.29285099052540914
A47K11,2322,344,0.44662242115552814,0.20844099913867356
E21B25,2318,239,0.5253164556962026,0.5254529767040552
B63H25,2312,361,0.4313969592754548,0.36678200692041524
H02K17,2308,249,0.43520621441032226,0.17027729636048528
G21C19,2304,350,0.41722150452151446,0.3663194444444444
C09B57,2303,412,0.5400679825869164,0.2457663916630482
A21B5,2302,279,0.5432689792287971,0.3540399652476108
H04R17,2301,256,0.48000373471102675,0.27249022164276404
G16B15,2298,176,0.5870041857683875,0.8246301131418625
F02G5,2297,512,0.3517238722601025,0.1893774488463213
B04B15,2296,383,0.47659897775935905,0.5008710801393729
F02F7,2294,338,0.36764392324093814,0.1961639058413252
G04B19,2293,252,0.35447389558232933,0.18665503706934147
F16L15,2292,500,0.4014367328468805,0.30148342059336825
B42D25,2289,431,0.41837134827789035,0.24595893403232852
B60F3,2287,489,0.38798894719497046,0.47791867074770444
B29C73,2283,527,0.43255543438749544,0.32676303109943056
G07C3,2278,578,0.41983091787439614,0.4916593503072871
G03G5,2277,236,0.5325923480429918,0.077733860342556
F16L51,2274,314,0.5034627751669553,0.2928759894459103
H01R33,2274,267,0.46746712407089763,0.06948109058927
B04B11,2266,300,0.48322147651006714,0.41394527802294795
H04K3,2265,310,0.5817081940860442,0.5381898454746137
H10B43,2263,69,0.5368611488014473,0.7012814847547504
B26F3,2262,547,0.3994940636805181,0.35809018567639256
A45B3,2262,333,0.488748512313467,0.1242263483642794
F16H47,2259,337,0.3939583519528108,0.19787516600265603
H01M14,2257,286,0.500049768576121,0.03987594151528578
A01K13,2256,458,0.4377482166955851,0.40691489361702127
B29L30,2253,267,0.5424528301886793,0.2756324900133156
D21H15,2250,354,0.5211408961408961,0.20044444444444445
C22B47,2248,221,0.6124167399773784,0.4706405693950178
H04M15,2245,100,0.8039133179044814,0.11314031180400891
B60T11,2242,269,0.3946101208076371,0.16057091882247992
C22C101,2239,430,0.4535883910788155,0.2603841000446628
A46B11,2238,247,0.4315490130478421,0.11170688114387846
G05G1,2238,444,0.3278542186105211,0.24262734584450402
D01D4,2238,250,0.5429345696748074,0.32707774798927614
A63B53,2234,257,0.47102053419793116,0.09131602506714413
B60C19,2233,366,0.42855629219265584,0.2660098522167488
C07D257,2233,408,0.5964726631393298,0.21630094043887146
D02J1,2233,293,0.469131413674606,0.26735333631885355
F03G3,2232,484,0.3311738166509951,0.335573476702509
D06C11,2232,313,0.4748677523078519,0.35439068100358423
C07F17,2231,402,0.5895739348370928,0.26311071268489467
C09D195,2231,393,0.5101186963079546,0.29941730165844915
G16Y30,2228,278,0.6810540184453228,0.9771095152603232
H03K7,2227,312,0.4590875874308383,0.42882801975752133
A22C29,2227,229,0.5614206073837277,0.38123035473731476
B65G19,2226,363,0.47748538011695907,0.4249775381850854
B29K27,2226,512,0.4489926422435379,0.3081761006289308
B60L13,2226,347,0.3849005729693293,0.35714285714285715
F04D19,2224,380,0.4259469776711156,0.4401978417266187
H01R35,2224,264,0.5177970811032143,0.2526978417266187
B41J13,2224,195,0.428162780656304,0.16232014388489208
F16H19,2224,829,0.3315903042298222,0.35071942446043164
C08F112,2223,534,0.5421675658071733,0.22627080521817364
G08G3,2221,261,0.623806530783275,0.5709140027014858
F27D21,2220,414,0.44217277301396074,0.45990990990990993
A41D3,2219,369,0.4363544318875538,0.21270842721946823
F27D9,2218,425,0.45623116309815914,0.49639314697926057
F21V25,2217,316,0.527522842432999,0.2350022552999549
E05B27,2214,95,0.4911173445535297,0.07226738934056007
B29D99,2214,759,0.3633879208515932,0.5158084914182475
F04B47,2208,221,0.4963344644128859,0.23505434782608695
B22D31,2207,380,0.5021963987481229,0.4966017217942909
A47B23,2206,286,0.5072164435375504,0.19265639165911153
G01R13,2205,205,0.6593669219138663,0.26258503401360545
C08C19,2205,372,0.5555555555555556,0.17188208616780046
G07C11,2203,300,0.5742435541093259,0.34226055379028597
F27D11,2200,405,0.44934138241793514,0.3881818181818182
F16G13,2198,368,0.4020809940863837,0.1797088262056415
C07J71,2197,291,0.6446078431372549,0.20072826581702322
E21B31,2194,128,0.5570793650793651,0.398359161349134
H01F13,2193,526,0.42935647249427117,0.4131326949384405
H02P8,2191,431,0.420342896978411,0.33820173436786855
F23D11,2190,327,0.38222222222222224,0.20821917808219179
B66B29,2189,164,0.6270224676021777,0.2494289629968022
C07C27,2188,382,0.6114706290792945,0.12294332723948811
F23K1,2187,396,0.44502137662908,0.37997256515775035
F04B27,2185,286,0.3917035783606231,0.1643020594965675
A47G27,2184,543,0.406202505647977,0.1488095238095238
B62M11,2180,164,0.4094011195460471,0.21055045871559633
C10M105,2179,420,0.39011852718781914,0.1642955484167049
